Transaction_ID,Farmer_ID,Buyer_ID,Commodity,Variety,Grade,Quantity,Farmer_District,Buyer_District,Distance_KM,Market_Price,Offered_Price,Final_Price,Transaction_Date,Payment_Status,Transaction_Status,Is_Synthetic,Is_Anomaly,Anomaly_Type
TX-005774,FARMER-838,BUYER-194,Potato,Kufri,Grade B,4491.0,Indore,Rajkot,117.6,22.72,22.51,22.16,2025-10-16,COMPLETED,COMPLETED,True,False,NORMAL
TX-005775,FARMER-985,BUYER-91,Potato,Jyoti,Grade A,657.0,Agra,Gondal,99.1,24.89,25.11,24.82,2025-10-01,COMPLETED,COMPLETED,True,False,NORMAL
TX-005776,FARMER-699,BUYER-166,Tomato,Hybrid,Grade B,1697.0,Lasalgaon,Pune,217.1,29.06,29.1,28.6,2025-05-02,COMPLETED,COMPLETED,True,False,NORMAL
TX-005777,FARMER-325,BUYER-88,Soyabean,Yellow,Grade C,1700.0,Pune,Ujjain,209.4,38.38,37.46,37.37,2025-06-28,COMPLETED,COMPLETED,True,False,NORMAL
TX-005778,FARMER-608,BUYER-231,Soyabean,NRC-37,Grade A,1779.0,Ahmedabad,Gondal,237.1,48.1,48.69,47.95,2025-02-16,COMPLETED,COMPLETED,True,False,NORMAL
TX-005779,FARMER-828,BUYER-204,Cotton,Long Staple,Grade B,1099.0,Pune,Surat,232.4,73.64,74.43,73.87,2026-02-03,COMPLETED,COMPLETED,True,False,NORMAL
TX-005780,FARMER-143,BUYER-133,Wheat,Sharbati,Grade A,6406.0,Nashik,Agra,163.8,26.66,26.45,25.99,2025-05-22,COMPLETED,COMPLETED,True,False,NORMAL
TX-005781,FARMER-110,BUYER-70,Tomato,Desi,Grade B,1742.0,Indore,Ahmedabad,112.7,29.62,30.93,30.87,2025-12-16,COMPLETED,COMPLETED,True,False,NORMAL
TX-005782,FARMER-297,BUYER-201,Onion,White,Grade B,2159.0,Agra,Lasalgaon,198.7,28.71,29.13,29.16,2025-12-18,COMPLETED,COMPLETED,True,False,NORMAL
TX-005783,FARMER-834,BUYER-51,Wheat,Kalyan,Grade A,6116.0,Gondal,Ahmedabad,195.3,27.55,27.15,26.66,2025-11-17,COMPLETED,COMPLETED,True,False,NORMAL
TX-005784,FARMER-401,BUYER-194,Soyabean,Yellow,Grade B,646.0,Ahmedabad,Ujjain,119.2,44.72,76.2,76.2,2025-05-09,DEFAULTED,DISPUTED,True,True,EXTREME_HIGH_OFFER
TX-005785,FARMER-697,BUYER-183,Cotton,BT Cotton,Grade B,3639.0,Indore,Ujjain,55.6,73.19,75.31,76.45,2025-06-23,COMPLETED,COMPLETED,True,False,NORMAL
TX-005786,FARMER-270,BUYER-244,Rice,Basmati,Grade B,1467.0,Indore,Ahmedabad,127.2,36.91,38.75,38.75,2026-01-25,COMPLETED,COMPLETED,True,False,NORMAL
TX-005787,FARMER-645,BUYER-184,Soyabean,JS-335,Grade A,1593.0,Gondal,Pune,176.2,48.48,50.73,50.69,2025-09-04,COMPLETED,COMPLETED,True,False,NORMAL
TX-005788,FARMER-757,BUYER-186,Soyabean,NRC-37,Grade A,1184.0,Ahmedabad,Rajkot,213.6,46.92,48.28,48.6,2025-01-16,COMPLETED,COMPLETED,True,False,NORMAL
TX-005789,FARMER-498,BUYER-136,Mustard,Pusa Bold,Grade A,3132.0,Lasalgaon,Nashik,57.8,59.4,61.26,60.55,2026-02-02,COMPLETED,COMPLETED,True,False,NORMAL
TX-005790,FARMER-108,BUYER-156,Rice,Basmati,Grade B,3382.0,Agra,Pune,157.5,37.21,38.9,38.32,2025-12-05,COMPLETED,COMPLETED,True,False,NORMAL
TX-005791,FARMER-469,BUYER-196,Mustard,Black,Grade B,1745.0,Rajkot,Ujjain,145.2,53.72,55.14,54.34,2025-05-18,COMPLETED,COMPLETED,True,False,NORMAL
TX-005792,FARMER-919,BUYER-219,Tomato,Desi,Grade B,527.0,Ahmedabad,Lasalgaon,225.5,29.21,29.12,29.42,2025-09-05,COMPLETED,COMPLETED,True,False,NORMAL
TX-005793,FARMER-651,BUYER-227,Rice,Basmati,Grade B,5298.0,Nashik,Surat,39.2,34.14,33.81,34.3,2025-10-20,COMPLETED,COMPLETED,True,False,NORMAL
TX-005794,FARMER-403,BUYER-176,Tomato,Hybrid,Grade A,1577.0,Agra,Agra,19.0,29.33,30.73,31.13,2025-04-26,COMPLETED,COMPLETED,True,False,NORMAL
TX-005795,FARMER-469,BUYER-173,Tomato,Hybrid,Grade A,351.0,Ujjain,Rajkot,223.4,29.68,29.73,29.72,2025-12-04,COMPLETED,COMPLETED,True,False,NORMAL
TX-005796,FARMER-373,BUYER-129,Tomato,Hybrid,Grade B,817.0,Lasalgaon,Gondal,139.6,29.26,28.5,28.09,2025-08-27,PENDING,IN_NEGOTIATION,True,False,NORMAL
TX-005797,FARMER-222,BUYER-163,Onion,Red,Grade A,723.0,Ahmedabad,Ujjain,247.3,34.26,35.15,35.3,2025-01-20,PENDING,IN_NEGOTIATION,True,False,NORMAL
TX-005798,FARMER-104,BUYER-183,Soyabean,Yellow,Grade B,525.0,Surat,Nashik,120.8,46.73,48.77,49.1,2025-01-15,COMPLETED,COMPLETED,True,False,NORMAL
TX-005799,FARMER-389,BUYER-65,Onion,Red,Grade A,2002.0,Ahmedabad,Rajkot,216.2,31.09,31.78,32.12,2025-09-18,COMPLETED,COMPLETED,True,False,NORMAL
TX-005800,FARMER-252,BUYER-184,Onion,Red,Grade B,2880.0,Nashik,Surat,134.6,28.34,27.49,27.95,2025-03-06,COMPLETED,COMPLETED,True,False,NORMAL
TX-005801,FARMER-810,BUYER-137,Potato,Kufri,Grade B,4096.0,Rajkot,Agra,171.3,20.84,21.32,21.5,2025-03-26,COMPLETED,COMPLETED,True,False,NORMAL
TX-005802,FARMER-958,BUYER-187,Potato,Kufri,Grade A,47170.0,Gondal,Ahmedabad,243.0,23.09,20.78,20.78,2025-11-02,COMPLETED,COMPLETED,True,True,ABNORMAL_QUANTITY
TX-005803,FARMER-525,BUYER-200,Wheat,Lokwan,Grade A,7132.0,Nashik,Nashik,18.7,26.58,27.8,27.86,2025-12-05,COMPLETED,COMPLETED,True,False,NORMAL
TX-005804,FARMER-320,BUYER-71,Rice,Sona Masoori,Grade C,6034.0,Rajkot,Nashik,193.3,30.51,30.3,30.2,2025-02-10,COMPLETED,COMPLETED,True,False,NORMAL
TX-005805,FARMER-303,BUYER-206,Onion,Red,Grade B,4296.0,Gondal,Ahmedabad,242.5,30.9,31.05,30.49,2025-07-21,PENDING,IN_NEGOTIATION,True,False,NORMAL
TX-005806,FARMER-990,BUYER-187,Tomato,Hybrid,Grade A,1554.0,Surat,Rajkot,440.8,29.81,30.71,30.74,2025-05-02,COMPLETED,COMPLETED,True,False,NORMAL
TX-005807,FARMER-106,BUYER-85,Potato,Lauvkar,Grade C,1578.0,Ujjain,Nashik,222.7,18.87,19.73,19.43,2025-08-23,COMPLETED,COMPLETED,True,False,NORMAL
TX-005808,FARMER-439,BUYER-164,Potato,Lauvkar,Grade B,1011.0,Lasalgaon,Rajkot,118.0,21.75,21.86,21.54,2025-02-25,COMPLETED,COMPLETED,True,False,NORMAL
TX-005809,FARMER-112,BUYER-172,Potato,Lauvkar,Grade B,5792.0,Indore,Rajkot,213.2,20.7,21.6,21.84,2025-08-20,COMPLETED,COMPLETED,True,False,NORMAL
TX-005810,FARMER-751,BUYER-234,Mustard,Pusa Bold,Grade B,3358.0,Surat,Gondal,194.6,52.68,53.77,54.72,2025-03-03,COMPLETED,COMPLETED,True,False,NORMAL
TX-005811,FARMER-908,BUYER-103,Onion,Red,Grade B,3092.0,Indore,Ujjain,50.4,31.62,30.68,30.6,2025-01-22,COMPLETED,COMPLETED,True,False,NORMAL
TX-005812,FARMER-484,BUYER-218,Mustard,Black,Grade A,2530.0,Pune,Ujjain,145.8,56.27,54.36,55.2,2025-02-01,COMPLETED,COMPLETED,True,False,NORMAL
TX-005813,FARMER-712,BUYER-175,Wheat,Sharbati,Grade B,2136.0,Rajkot,Nashik,109.3,25.02,24.42,24.32,2025-07-04,COMPLETED,COMPLETED,True,False,NORMAL
TX-005814,FARMER-525,BUYER-88,Cotton,Long Staple,Grade B,1017.0,Surat,Indore,35.3,75.51,74.94,75.39,2026-02-03,COMPLETED,COMPLETED,True,False,NORMAL
TX-005815,FARMER-444,BUYER-188,Wheat,Lokwan,Grade C,62920.0,Rajkot,Nashik,161.8,20.96,18.86,18.86,2026-01-25,COMPLETED,COMPLETED,True,True,ABNORMAL_QUANTITY
TX-005816,FARMER-211,BUYER-98,Wheat,Lokwan,Grade C,4362.0,Ahmedabad,Pune,191.7,22.93,22.96,22.77,2025-11-01,COMPLETED,COMPLETED,True,False,NORMAL
TX-005817,FARMER-883,BUYER-230,Onion,Garhwa,Grade B,4198.0,Nashik,Ujjain,111.6,29.23,30.6,30.39,2025-12-13,COMPLETED,COMPLETED,True,False,NORMAL
TX-005818,FARMER-696,BUYER-227,Cotton,Long Staple,Grade B,2610.0,Indore,Ahmedabad,106.2,76.07,77.47,76.19,2026-01-24,COMPLETED,COMPLETED,True,False,NORMAL
TX-005819,FARMER-813,BUYER-190,Cotton,Long Staple,Grade A,820.0,Ujjain,Agra,110.8,80.28,83.35,82.36,2025-06-17,COMPLETED,COMPLETED,True,False,NORMAL
TX-005820,FARMER-312,BUYER-184,Cotton,BT Cotton,Grade A,1937.0,Gondal,Gondal,231.9,81.88,83.76,84.49,2025-02-10,COMPLETED,COMPLETED,True,False,NORMAL
TX-005821,FARMER-863,BUYER-232,Rice,Basmati,Grade A,6676.0,Surat,Nashik,52.9,39.78,39.96,39.97,2025-03-16,COMPLETED,COMPLETED,True,False,NORMAL
TX-005822,FARMER-717,BUYER-240,Wheat,Sharbati,Grade A,5230.0,Pune,Lasalgaon,187.7,26.38,11.54,11.54,2025-07-02,PENDING,REJECTED,True,True,EXTREME_LOW_OFFER
TX-005823,FARMER-491,BUYER-81,Soyabean,JS-335,Grade B,2953.0,Nashik,Gondal,135.3,46.58,47.48,47.42,2026-01-20,COMPLETED,COMPLETED,True,False,NORMAL
TX-005824,FARMER-559,BUYER-202,Rice,Common,Grade A,517.0,Surat,Ahmedabad,110.9,38.16,38.1,37.61,2025-09-20,COMPLETED,COMPLETED,True,False,NORMAL
TX-005825,FARMER-678,BUYER-233,Soyabean,JS-335,Grade B,4442.0,Ahmedabad,Pune,121.9,48.15,50.47,49.74,2025-08-25,COMPLETED,COMPLETED,True,False,NORMAL
TX-005826,FARMER-718,BUYER-175,Potato,Jyoti,Grade C,632.0,Ahmedabad,Indore,45.6,20.32,21.26,20.96,2025-07-01,COMPLETED,COMPLETED,True,False,NORMAL
TX-005827,FARMER-194,BUYER-189,Soyabean,NRC-37,Grade A,2123.0,Indore,Pune,212.2,48.08,46.83,46.64,2025-09-04,COMPLETED,COMPLETED,True,False,NORMAL
TX-005828,FARMER-204,BUYER-209,Potato,Jyoti,Grade B,5035.0,Gondal,Pune,171.6,20.74,20.79,21.09,2025-05-19,COMPLETED,COMPLETED,True,False,NORMAL
TX-005829,FARMER-362,BUYER-189,Wheat,Lokwan,Grade A,1387.0,Nashik,Ujjain,185.4,26.98,27.66,27.27,2025-12-16,COMPLETED,COMPLETED,True,False,NORMAL
TX-005830,FARMER-313,BUYER-74,Rice,Sona Masoori,Grade A,2508.0,Ujjain,Ujjain,35.4,40.82,43.12,43.1,2025-07-14,COMPLETED,COMPLETED,True,False,NORMAL
TX-005831,FARMER-854,BUYER-151,Mustard,Pusa Bold,Grade A,661.0,Surat,Nashik,91.8,58.11,58.1,57.3,2025-11-10,COMPLETED,COMPLETED,True,False,NORMAL
TX-005832,FARMER-936,BUYER-236,Mustard,Yellow,Grade B,2870.0,Lasalgaon,Lasalgaon,116.0,50.84,52.46,52.5,2025-06-24,COMPLETED,COMPLETED,True,False,NORMAL
TX-005833,FARMER-241,BUYER-131,Potato,Lauvkar,Grade C,3714.0,Surat,Rajkot,439.2,20.28,20.69,20.39,2025-04-26,COMPLETED,COMPLETED,True,False,NORMAL
TX-005834,FARMER-135,BUYER-111,Rice,Basmati,Grade A,2635.0,Rajkot,Indore,194.1,39.04,38.74,39.3,2025-07-20,COMPLETED,COMPLETED,True,False,NORMAL
TX-005835,FARMER-820,BUYER-231,Mustard,Black,Grade A,1865.0,Rajkot,Rajkot,15.1,58.27,57.5,57.7,2026-01-30,COMPLETED,COMPLETED,True,False,NORMAL
TX-005836,FARMER-963,BUYER-78,Potato,Kufri,Grade C,1483.0,Indore,Agra,149.8,20.38,20.8,20.79,2025-06-05,COMPLETED,COMPLETED,True,False,NORMAL
TX-005837,FARMER-475,BUYER-204,Mustard,Yellow,Grade B,2056.0,Ujjain,Agra,233.5,52.89,53.28,52.6,2025-04-02,COMPLETED,COMPLETED,True,False,NORMAL
TX-005838,FARMER-425,BUYER-135,Tomato,Local,Grade B,1465.0,Surat,Rajkot,439.8,26.88,25.99,26.08,2026-01-04,COMPLETED,COMPLETED,True,False,NORMAL
TX-005839,FARMER-740,BUYER-138,Potato,Jyoti,Grade C,4452.0,Ahmedabad,Lasalgaon,211.3,19.55,19.78,19.8,2025-09-11,COMPLETED,COMPLETED,True,False,NORMAL
TX-005840,FARMER-663,BUYER-87,Rice,Basmati,Grade B,5025.0,Ahmedabad,Rajkot,216.6,34.56,33.28,33.45,2025-02-17,COMPLETED,COMPLETED,True,False,NORMAL
TX-005841,FARMER-327,BUYER-198,Potato,Kufri,Grade B,3974.0,Indore,Lasalgaon,184.2,20.78,21.16,20.91,2025-09-12,COMPLETED,COMPLETED,True,False,NORMAL
TX-005842,FARMER-979,BUYER-197,Wheat,Lokwan,Grade A,7440.0,Nashik,Ahmedabad,226.2,26.84,26.32,25.83,2025-03-18,COMPLETED,COMPLETED,True,False,NORMAL
TX-005843,FARMER-674,BUYER-188,Tomato,Hybrid,Grade B,1030.0,Pune,Surat,223.1,29.42,29.95,30.26,2025-03-12,PENDING,IN_NEGOTIATION,True,False,NORMAL
TX-005844,FARMER-829,BUYER-80,Cotton,Long Staple,Grade A,2468.0,Ahmedabad,Nashik,159.5,77.56,77.17,76.99,2025-05-06,COMPLETED,COMPLETED,True,False,NORMAL
TX-005845,FARMER-720,BUYER-70,Soyabean,Yellow,Grade A,1595.0,Gondal,Surat,77.6,52.02,53.42,52.84,2025-09-21,COMPLETED,COMPLETED,True,False,NORMAL
TX-005846,FARMER-141,BUYER-240,Cotton,Long Staple,Grade B,3055.0,Gondal,Gondal,218.2,69.36,71.42,72.26,2025-05-10,COMPLETED,COMPLETED,True,False,NORMAL
TX-005847,FARMER-240,BUYER-114,Rice,Basmati,Grade C,5288.0,Gondal,Surat,226.7,30.45,30.22,30.15,2025-06-07,COMPLETED,COMPLETED,True,False,NORMAL
TX-005848,FARMER-571,BUYER-136,Mustard,Yellow,Grade B,687.0,Agra,Gondal,214.8,56.12,56.88,57.36,2026-02-05,COMPLETED,COMPLETED,True,False,NORMAL
TX-005849,FARMER-866,BUYER-60,Potato,Jyoti,Grade B,5775.0,Nashik,Gondal,164.9,21.1,20.96,21.01,2026-02-03,COMPLETED,COMPLETED,True,False,NORMAL
TX-005850,FARMER-302,BUYER-112,Potato,Lauvkar,Grade A,2173.0,Ujjain,Lasalgaon,120.9,24.17,24.33,24.29,2025-08-28,COMPLETED,COMPLETED,True,False,NORMAL
TX-005851,FARMER-301,BUYER-93,Potato,Kufri,Grade B,3399.0,Pune,Indore,225.3,21.46,20.87,20.81,2025-04-15,COMPLETED,COMPLETED,True,False,NORMAL
TX-005852,FARMER-562,BUYER-93,Tomato,Local,Grade A,475.0,Pune,Lasalgaon,108.4,31.82,30.9,30.95,2025-11-10,COMPLETED,COMPLETED,True,False,NORMAL
TX-005853,FARMER-550,BUYER-109,Wheat,Kalyan,Grade B,7247.0,Lasalgaon,Rajkot,71.2,26.01,26.27,26.37,2025-06-06,COMPLETED,COMPLETED,True,False,NORMAL
TX-005854,FARMER-978,BUYER-183,Onion,Red,Grade B,2436.0,Ahmedabad,Nashik,59.1,31.09,30.89,30.45,2025-03-14,COMPLETED,COMPLETED,True,False,NORMAL
TX-005855,FARMER-549,BUYER-80,Onion,Red,Grade C,1497.0,Ahmedabad,Lasalgaon,77.1,25.02,25.97,25.61,2025-01-07,COMPLETED,COMPLETED,True,False,NORMAL
TX-005856,FARMER-391,BUYER-189,Rice,Sona Masoori,Grade C,2308.0,Lasalgaon,Gondal,73.5,30.27,30.97,30.42,2025-08-18,COMPLETED,COMPLETED,True,False,NORMAL
TX-005857,FARMER-915,BUYER-185,Tomato,Local,Grade A,2302.0,Lasalgaon,Ahmedabad,209.8,28.98,28.61,29.13,2025-11-29,COMPLETED,COMPLETED,True,False,NORMAL
TX-005858,FARMER-631,BUYER-229,Onion,Red,Grade A,4870.0,Ahmedabad,Gondal,106.9,33.69,35.13,35.53,2025-12-07,COMPLETED,COMPLETED,True,False,NORMAL
TX-005859,FARMER-900,BUYER-62,Potato,Kufri,Grade B,1093.0,Pune,Ahmedabad,117.1,22.39,22.37,21.96,2025-05-27,COMPLETED,COMPLETED,True,False,NORMAL
TX-005860,FARMER-229,BUYER-216,Potato,Jyoti,Grade A,4864.0,Ujjain,Nashik,137.0,24.31,23.81,23.8,2025-02-01,COMPLETED,COMPLETED,True,False,NORMAL
TX-005861,FARMER-301,BUYER-52,Tomato,Desi,Grade B,1686.0,Ahmedabad,Agra,240.5,26.72,27.71,27.88,2026-01-04,COMPLETED,COMPLETED,True,False,NORMAL
TX-005862,FARMER-841,BUYER-168,Wheat,Sharbati,Grade C,7631.0,Ujjain,Ujjain,104.5,22.98,9.22,9.22,2025-08-15,PENDING,REJECTED,True,True,EXTREME_LOW_OFFER
TX-005863,FARMER-293,BUYER-146,Tomato,Hybrid,Grade A,1860.0,Agra,Agra,15.3,30.46,31.88,32.2,2025-07-16,COMPLETED,COMPLETED,True,False,NORMAL
TX-005864,FARMER-886,BUYER-134,Tomato,Desi,Grade A,1166.0,Lasalgaon,Ahmedabad,220.8,28.45,29.7,29.79,2025-08-11,COMPLETED,COMPLETED,True,False,NORMAL
TX-005865,FARMER-261,BUYER-76,Potato,Kufri,Grade B,2799.0,Nashik,Indore,48.4,22.59,22.91,22.54,2025-04-27,COMPLETED,COMPLETED,True,False,NORMAL
TX-005866,FARMER-485,BUYER-244,Mustard,Black,Grade C,879.0,Surat,Pune,205.3,45.56,46.43,47.04,2025-02-06,COMPLETED,COMPLETED,True,False,NORMAL
TX-005867,FARMER-563,BUYER-184,Mustard,Yellow,Grade B,1787.0,Gondal,Rajkot,43.7,52.83,52.28,52.8,2025-01-23,COMPLETED,COMPLETED,True,False,NORMAL
TX-005868,FARMER-563,BUYER-210,Mustard,Black,Grade A,1841.0,Gondal,Pune,162.8,55.28,53.93,54.28,2025-08-09,COMPLETED,COMPLETED,True,False,NORMAL
TX-005869,FARMER-515,BUYER-206,Potato,Lauvkar,Grade B,1329.0,Rajkot,Agra,50.2,22.7,23.89,24.17,2025-01-06,PENDING,IN_NEGOTIATION,True,False,NORMAL
TX-005870,FARMER-141,BUYER-212,Onion,White,Grade A,2652.0,Agra,Agra,22.8,31.32,32.98,33.34,2025-08-19,COMPLETED,COMPLETED,True,False,NORMAL
TX-005871,FARMER-820,BUYER-138,Wheat,Sharbati,Grade A,2850.0,Ujjain,Lasalgaon,142.8,27.52,28.68,28.86,2025-09-24,COMPLETED,COMPLETED,True,False,NORMAL
TX-005872,FARMER-402,BUYER-129,Wheat,Lokwan,Grade B,4169.0,Ahmedabad,Surat,85.4,24.22,23.71,24.17,2025-02-22,COMPLETED,COMPLETED,True,False,NORMAL
TX-005873,FARMER-907,BUYER-77,Potato,Kufri,Grade B,4516.0,Ujjain,Pune,71.0,23.07,24.17,24.27,2025-02-27,COMPLETED,COMPLETED,True,False,NORMAL
TX-005874,FARMER-652,BUYER-165,Onion,Red,Grade A,3191.0,Indore,Ahmedabad,73.9,33.75,34.95,34.81,2025-05-25,COMPLETED,COMPLETED,True,False,NORMAL
TX-005875,FARMER-762,BUYER-143,Rice,Common,Grade C,894.0,Rajkot,Surat,444.1,33.2,31.77,31.31,2025-01-08,COMPLETED,COMPLETED,True,False,NORMAL
TX-005876,FARMER-396,BUYER-153,Wheat,Lokwan,Grade A,4919.0,Surat,Agra,204.7,26.72,27.15,27.14,2025-06-24,COMPLETED,COMPLETED,True,False,NORMAL
TX-005877,FARMER-305,BUYER-108,Onion,Red,Grade A,2826.0,Agra,Rajkot,120.3,31.25,31.62,32.23,2026-01-16,COMPLETED,COMPLETED,True,False,NORMAL
TX-005878,FARMER-193,BUYER-133,Mustard,Black,Grade B,1471.0,Surat,Rajkot,437.3,55.25,55.19,55.63,2025-11-05,COMPLETED,COMPLETED,True,False,NORMAL
TX-005879,FARMER-987,BUYER-246,Wheat,Kalyan,Grade A,6531.0,Nashik,Ahmedabad,67.3,26.76,27.55,27.73,2025-10-21,COMPLETED,COMPLETED,True,False,NORMAL
TX-005880,FARMER-396,BUYER-107,Onion,White,Grade C,4837.0,Lasalgaon,Rajkot,186.2,25.76,25.43,25.22,2025-05-27,COMPLETED,COMPLETED,True,False,NORMAL
TX-005881,FARMER-872,BUYER-142,Cotton,Medium Staple,Grade B,2998.0,Surat,Surat,117.7,73.9,72.88,72.82,2025-06-29,COMPLETED,COMPLETED,True,False,NORMAL
TX-005882,FARMER-579,BUYER-201,Soyabean,Yellow,Grade B,3007.0,Ahmedabad,Indore,74.7,44.27,45.23,44.42,2025-03-20,COMPLETED,COMPLETED,True,False,NORMAL
TX-005883,FARMER-276,BUYER-65,Mustard,Black,Grade B,792.0,Indore,Rajkot,89.5,54.17,54.35,55.32,2025-04-20,COMPLETED,COMPLETED,True,False,NORMAL
TX-005884,FARMER-304,BUYER-98,Soyabean,JS-335,Grade A,840.0,Indore,Nashik,159.4,47.68,47.76,47.59,2025-11-11,COMPLETED,COMPLETED,True,False,NORMAL
TX-005885,FARMER-592,BUYER-225,Potato,Kufri,Grade B,1298.0,Indore,Nashik,248.9,22.49,21.69,21.96,2025-08-28,COMPLETED,COMPLETED,True,False,NORMAL
TX-005886,FARMER-413,BUYER-83,Cotton,BT Cotton,Grade A,2457.0,Pune,Lasalgaon,173.2,77.92,78.02,77.69,2025-10-07,COMPLETED,COMPLETED,True,False,NORMAL
TX-005887,FARMER-588,BUYER-116,Soyabean,Yellow,Grade A,1288.0,Gondal,Pune,62.5,49.87,50.37,50.13,2026-02-05,COMPLETED,COMPLETED,True,False,NORMAL
TX-005888,FARMER-710,BUYER-235,Cotton,Medium Staple,Grade A,3248.0,Rajkot,Surat,442.9,77.28,74.31,73.69,2025-03-19,COMPLETED,COMPLETED,True,False,NORMAL
TX-005889,FARMER-911,BUYER-154,Mustard,Yellow,Grade B,3362.0,Ahmedabad,Ujjain,237.0,54.59,55.69,55.28,2025-06-07,COMPLETED,COMPLETED,True,False,NORMAL
TX-005890,FARMER-175,BUYER-78,Soyabean,Yellow,Grade A,2786.0,Ujjain,Surat,247.2,47.26,45.91,45.8,2025-12-07,COMPLETED,COMPLETED,True,False,NORMAL
TX-005891,FARMER-469,BUYER-213,Mustard,Yellow,Grade A,742.0,Agra,Lasalgaon,243.6,60.53,63.35,62.9,2025-08-13,COMPLETED,COMPLETED,True,False,NORMAL
TX-005892,FARMER-401,BUYER-106,Mustard,Yellow,Grade C,2166.0,Indore,Nashik,246.7,47.07,48.0,47.95,2025-09-05,COMPLETED,COMPLETED,True,False,NORMAL
TX-005893,FARMER-829,BUYER-159,Wheat,Kalyan,Grade B,5633.0,Nashik,Agra,51.6,25.04,25.9,26.26,2025-10-25,COMPLETED,COMPLETED,True,False,NORMAL
TX-005894,FARMER-955,BUYER-86,Rice,Common,Grade A,5420.0,Surat,Lasalgaon,189.9,40.8,42.53,41.92,2025-12-18,COMPLETED,COMPLETED,True,False,NORMAL
TX-005895,FARMER-364,BUYER-169,Soyabean,NRC-37,Grade C,618.0,Surat,Pune,205.9,40.88,40.91,41.12,2025-07-15,COMPLETED,COMPLETED,True,False,NORMAL
TX-005896,FARMER-332,BUYER-226,Potato,Kufri,Grade A,749.0,Rajkot,Rajkot,19.5,22.72,22.66,22.9,2026-01-29,COMPLETED,COMPLETED,True,False,NORMAL
TX-005897,FARMER-404,BUYER-128,Tomato,Local,Grade B,916.0,Ahmedabad,Ahmedabad,16.0,28.66,29.88,29.7,2025-03-24,COMPLETED,COMPLETED,True,False,NORMAL
TX-005898,FARMER-527,BUYER-225,Tomato,Hybrid,Grade B,467.0,Ahmedabad,Surat,234.3,28.34,28.6,28.6,2025-01-15,COMPLETED,COMPLETED,True,False,NORMAL
TX-005899,FARMER-693,BUYER-134,Cotton,Medium Staple,Grade A,3390.0,Ahmedabad,Pune,30.3,77.46,81.51,81.09,2025-12-09,COMPLETED,COMPLETED,True,False,NORMAL
TX-005900,FARMER-819,BUYER-50,Potato,Kufri,Grade B,5725.0,Rajkot,Ujjain,39.3,20.76,21.22,21.29,2025-05-24,COMPLETED,COMPLETED,True,False,NORMAL
TX-005901,FARMER-463,BUYER-72,Cotton,Long Staple,Grade A,3675.0,Ujjain,Ahmedabad,226.4,74.54,76.14,76.95,2025-09-17,COMPLETED,COMPLETED,True,False,NORMAL
TX-005902,FARMER-766,BUYER-218,Onion,White,Grade A,4111.0,Ujjain,Gondal,171.7,33.93,34.19,34.56,2025-05-22,COMPLETED,COMPLETED,True,False,NORMAL
TX-005903,FARMER-553,BUYER-98,Potato,Jyoti,Grade A,2369.0,Lasalgaon,Lasalgaon,60.4,24.43,23.91,23.89,2025-08-27,COMPLETED,COMPLETED,True,False,NORMAL
TX-005904,FARMER-717,BUYER-61,Onion,Red,Grade C,4297.0,Pune,Ujjain,62.8,25.77,26.14,26.19,2026-02-05,PENDING,IN_NEGOTIATION,True,False,NORMAL
TX-005905,FARMER-947,BUYER-195,Soyabean,JS-335,Grade B,2789.0,Indore,Ahmedabad,229.5,43.78,42.5,42.49,2025-06-25,COMPLETED,COMPLETED,True,False,NORMAL
TX-005906,FARMER-134,BUYER-188,Mustard,Black,Grade B,761.0,Indore,Pune,159.8,53.6,55.39,54.52,2025-11-23,COMPLETED,COMPLETED,True,False,NORMAL
TX-005907,FARMER-147,BUYER-206,Mustard,Pusa Bold,Grade A,1103.0,Pune,Pune,22.3,59.55,57.8,57.84,2025-10-16,COMPLETED,COMPLETED,True,False,NORMAL
TX-005908,FARMER-533,BUYER-114,Onion,Red,Grade A,4241.0,Nashik,Ahmedabad,181.3,31.95,31.95,31.82,2025-03-04,COMPLETED,COMPLETED,True,False,NORMAL
TX-005909,FARMER-874,BUYER-52,Soyabean,Yellow,Grade B,2536.0,Rajkot,Indore,148.2,43.6,45.87,45.26,2025-08-02,COMPLETED,COMPLETED,True,False,NORMAL
TX-005910,FARMER-591,BUYER-232,Onion,White,Grade B,3576.0,Nashik,Ujjain,82.1,31.49,30.57,31.02,2025-06-21,COMPLETED,COMPLETED,True,False,NORMAL
TX-005911,FARMER-147,BUYER-218,Wheat,Sharbati,Grade A,5719.0,Indore,Surat,38.3,27.09,27.23,26.83,2025-11-13,COMPLETED,COMPLETED,True,False,NORMAL
TX-005912,FARMER-406,BUYER-188,Wheat,Kalyan,Grade A,7189.0,Lasalgaon,Rajkot,244.8,27.6,26.97,27.36,2025-06-08,COMPLETED,COMPLETED,True,False,NORMAL
TX-005913,FARMER-435,BUYER-154,Onion,White,Grade A,1437.0,Lasalgaon,Agra,213.1,30.63,31.87,31.77,2025-10-14,COMPLETED,COMPLETED,True,False,NORMAL
TX-005914,FARMER-393,BUYER-183,Tomato,Desi,Grade B,2212.0,Ahmedabad,Ahmedabad,18.4,28.67,29.02,29.47,2025-03-26,COMPLETED,COMPLETED,True,False,NORMAL
